ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403	ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ918250.31860,23036,66396,UniRef50_A0A2V2CC41,55885,59677
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917750.7482,83496,135458,UniRef50_A0A2V2CC41,117659,121451
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ1034266.117,39306,72031,UniRef50_A0A2V2CC41,54818,58610
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OLVO01000982|OLVO01000982.1,0,31215,UniRef50_A0A2V2CC41,24951,28743
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|UPEJ01000243|UPEJ01000243.1,0,65004,UniRef50_A0A2V2CC41,17430,21222
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|UZHJ01000004|UZHJ01000004.1,96370,174052,UniRef50_A0A2V2CC41,137620,140749
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|ORMZ01000032|ORMZ01000032.1,0,38010,UniRef50_A0A2V2CC41,1459,5251
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|ODFV01000228|ODFV01000228.1,1308,53270,UniRef50_A0A2V2CC41,34066,37858
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OBZC01000884|OBZC01000884.1,0,26256,UniRef50_A0A2V2CC41,8849,12641
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917411.27977,15264,63503,UniRef50_A0A2V2CC41,49432,53224
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0168700_1000094,90841,138757,UniRef50_A0A2V2CC41,123462,127254
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OLGE01000020|OLGE01000020.1,14973,101111,UniRef50_A0A2V2CC41,62682,66474
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ824517.24,83627,181981,UniRef50_A0A2V2CC41,118263,122055
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OQER01000001|OQER01000001.1,79980,165774,UniRef50_A0A2V2CC41,114216,117423
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|UPOH01000036|UPOH01000036.1,103754,154188,UniRef50_A0A2V2CC41,145085,148877
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ920082.70359,0,38700,UniRef50_A0A2V2CC41,32313,36105
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ931932.1,0,37683,UniRef50_UPI0011C7414E,4,3046
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ931832.6,29362,67844,UniRef50_A0A2V2CC41,63998,67790
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|ORKV01000020|ORKV01000020.1,0,53054,UniRef50_A0A2V2CC41,18486,22278
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ987669.27337,0,11559,UniRef50_A0A2V2CC41,4510,8302
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|ULVN01040306|ULVN01040306.1,0,9626,UniRef50_A0A2V2CC41,4325,8117
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OGNQ01001696|OGNQ01001696.1,0,13707,UniRef50_A0A2V2CC41,8109,11901
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OQKW01000002|OQKW01000002.1,0,35292,UniRef50_A0A2V2CC41,722,3851
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ920148.34400,71627,150088,UniRef50_A0A2V2CC41,105795,109587
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ914829.6256,100762,161489,UniRef50_A0A2V2CC41,142857,146649
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ840371.98,47377,97811,UniRef50_A0A2V2CC41,89577,93369
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917684.31083,0,48631,UniRef50_A0A2V2CC41,4060,7852
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ1026852.15,97889,145940,UniRef50_A0A2V2CC41,139820,143612
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ1027254.328,0,27104,UniRef50_A0A2V2CC41,552,3885
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ913236.9221,0,19903,UniRef50_A0A2V2CC41,1020,4812
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ914350.19351,0,24162,UniRef50_A0A2V2CC41,4995,8787
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ918874.55217,0,14642,UniRef50_A0A2V2CC41,9373,13165
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0243993_100065,47,50481,UniRef50_A0A2V2CC41,4424,8216
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ934789.1,99257,149606,UniRef50_A0A2V2CC41,141458,145250
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ920344.66710,163163,212147,UniRef50_A0A2V2CC41,205999,209791
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ915385.6244,0,47425,UniRef50_A0A2V2CC41,1583,5375
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ914795.16261,0,13033,UniRef50_A0A2V2CC41,3561,7353
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ852108.1,86373,166195,UniRef50_A0A2V2CC41,119181,122802
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ925846.26209,81623,174000,UniRef50_A0A2V2CC41,114245,118037
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ851430.25,0,26640,UniRef50_A0A2V2CC41,10173,13965
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ963508.7763,0,15533,UniRef50_A0A2V2CC41,9216,13008
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ918947.16012,128239,205485,UniRef50_A0A2V2CC41,160879,164671
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ925539.40643,274373,363298,UniRef50_A0A2V2CC41,323456,327248
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ919097.52133,86191,163744,UniRef50_A0A2V2CC41,118829,122621
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ914719.59464,207270,287799,UniRef50_A0A2V2CC41,241432,245224
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ920354.66000,163717,212701,UniRef50_A0A2V2CC41,206553,210345
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ925128.27452,0,15059,UniRef50_A0A2V2CC41,11135,14927
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ925546.15305,106184,195109,UniRef50_A0A2V2CC41,142233,146025
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ839595.91,18837,95416,UniRef50_A0A2V2CC41,60615,64407
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ894086.60,0,50086,UniRef50_A0A2V2CC41,33493,37285
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ840096.521,0,55835,UniRef50_A0A2V2CC41,36614,40406
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ933865.1,206390,254852,UniRef50_A0A2V2CC41,248786,252578
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ919383.73316,147222,224994,UniRef50_A0A2V2CC41,179828,183620
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ947434.5371,0,37533,UniRef50_A0A2V2CC41,7036,10828
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ958786.22135,134966,187953,UniRef50_A0A2V2CC41,177125,180917
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ913975.9489,137343,185493,UniRef50_A0A2V2CC41,171633,175425
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0134380_100007,72790,155595,UniRef50_A0A2V2CC41,109344,113136
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ920328.20564,152374,232106,UniRef50_A0A2V2CC41,186535,190327
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0245003_100009,117030,196823,UniRef50_A0A2V2CC41,158869,162661
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917720.51086,0,24349,UniRef50_A0A2V2CC41,16490,20282
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917720.51086,0,24349,UniRef50_A0A2V2CC41,16490,20282
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917275.8316,18946,88553,UniRef50_A0A2V2CC41,45584,49376
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ918899.17124,102089,187684,UniRef50_A0A2V2CC41,150169,153961
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ918546.27459,15969,63541,UniRef50_A0A2V2CC41,58195,61450
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0169186_100006,190188,276741,UniRef50_A0A2V2CC41,238682,242474
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ824538.211,55230,96531,UniRef50_A0A2V2CC41,75969,79761
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ962836.1,31389,110910,UniRef50_A0A2V2CC41,65311,69103
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0169224_1000954,0,16888,UniRef50_A0A2V2CC41,2953,6745
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ951548.17308,0,38793,UniRef50_A0A2V2CC41,597,4389
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ857653.327,8159,70091,UniRef50_A0A2V2CC41,61947,65739
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ925846.26209,96098,147258,UniRef50_A0A2V2CC41,114245,118037
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ1034616.2,92668,143765,UniRef50_A0A2V2CC41,112464,116256
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917831.61622,161490,199327,UniRef50_A0A2V2CC41,179445,183237
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ914869.19447,105307,156467,UniRef50_A0A2V2CC41,123489,127281
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|UPPS01000007|UPPS01000007.1,71652,122812,UniRef50_A0A2V2CC41,89832,93624
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ917409.36032,97080,148240,UniRef50_A0A2V2CC41,115138,118930
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ876441.1,108772,159932,UniRef50_A0A2V2CC41,137957,141749
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ842410.2,119686,170846,UniRef50_A0A2V2CC41,149727,153519
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ919830.56217,112174,163334,UniRef50_A0A2V2CC41,141421,145042
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ983736.49172,178520,229680,UniRef50_A0A2V2CC41,207702,211494
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|UZST01000014|UZST01000014.1,113871,165031,UniRef50_A0A2V2CC41,143180,146972
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ914752.20408,169314,220474,UniRef50_A0A2V2CC41,198501,202293
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ903362.34,0,27171,UniRef50_A0A2V2CC41,11232,15024
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ925162.47084,0,15947,UniRef50_A0A2V2CC41,11070,14862
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ERZ852108.1,100890,152050,UniRef50_A0A2V2CC41,119181,122802
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|OZAJ01000455|OZAJ01000455.1,0,21060,UniRef50_A0A2V2CC41,100,3106
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	Ga0134408_100691,0,26431,UniRef50_A0A2V2CC41,22332,25401
ENA|OVLV01001512|OVLV01001512.1,0,13530,UniRef50_A0A2V2CC41,561,4296	ENA|UPRP01002283|UPRP01002283.1,0,14790,UniRef50_A0A2V2CC41,2054,5843
ERZ926634.27823,0,19878,UniRef50_A0A1T4JZ89,15259,18943	ERZ926634.27823,0,19878,UniRef50_A0A1T4JZ89,15259,18943
ERZ1034687.1103,0,15093,UniRef50_A0A1T4JZ89,10737,14457	ERZ1034687.1103,0,15093,UniRef50_A0A1T4JZ89,10737,14457
NZ_JQKK01000008.1,133906,182922,UniRef50_A0A1G5RS09,155038,158659	NZ_JQKK01000008.1,133906,182922,UniRef50_A0A1G5RS09,155038,158659
NZ_JQKK01000008.1,133906,182922,UniRef50_A0A1G5RS09,155038,158659	ENA|JQKK01000008|JQKK01000008.1,122021,182922,UniRef50_A0A1G5RS09,155038,158659
EMG_10001876,0,34408,UniRef50_A0A1D9P5I8,13525,17377	EMG_10001876,0,34408,UniRef50_A0A1D9P5I8,13525,17377
EMG_10001876,0,34408,UniRef50_A0A1D9P5I8,13525,17377	EMG_10001876,0,37505,UniRef50_A0A1D9P5I8,13525,17377
Ga0256404_1003833,0,29707,UniRef50_A0A1D9P5I8,7996,11677	Ga0256404_1003833,0,29707,UniRef50_A0A1D9P5I8,7996,11677
Ga0256404_1003833,0,29707,UniRef50_A0A1D9P5I8,7996,11677	ERZ919316.549,5063,47246,UniRef50_A0A1D9P5I8,10620,14301
Ga0256404_1003833,0,29707,UniRef50_A0A1D9P5I8,7996,11677	ERZ919114.664,36779,87069,UniRef50_A0A1D9P5I8,81687,85368
ERZ920244.32835,0,8496,UniRef50_A0A1M7G246,2929,6688	ERZ920244.32835,0,8496,UniRef50_A0A1M7G246,2929,6688
Ga0243854_1000288,58876,104062,UniRef50_A0A2V2CC41,98250,102030	Ga0243854_1000288,58876,104062,UniRef50_A0A2V2CC41,98250,102030
Ga0265298_10000020,0,46614,UniRef50_A0A2N2WBK1,31541,35330	Ga0265298_10000020,0,46614,UniRef50_A0A2N2WBK1,31541,35330
Ga0265298_10000020,0,46614,UniRef50_A0A2N2WBK1,31541,35330	Ga0265298_10000020,0,38754,UniRef50_A0A2N2WBK1,31541,35330
ERZ914773.22928,0,27644,UniRef50_A0A415GCN6,20129,23945	ERZ914773.22928,0,27644,UniRef50_A0A415GCN6,20129,23945
ERZ920059.46452,0,22713,UniRef50_A0A415GCN6,15829,19645	ERZ920059.46452,0,22713,UniRef50_A0A415GCN6,15829,19645
ERZ941653.86503,0,10745,UniRef50_A0A1D9P5I8,1482,5235	ERZ941653.86503,0,10745,UniRef50_A0A1D9P5I8,1482,5235
ERZ914908.539,0,61755,UniRef50_A0A1M7G246,45672,49419	ERZ914908.539,0,61755,UniRef50_A0A1M7G246,45672,49419
ERZ827104.2,224528,362472,UniRef50_A0A1T4JZ89,230262,233952	ERZ827104.2,224528,362472,UniRef50_A0A1T4JZ89,230262,233952
ERZ827104.2,224528,362472,UniRef50_A0A1T4JZ89,230262,233952	ENA|UPOI01000076|UPOI01000076.1,16852,67904,UniRef50_A0A1T4JZ89,58474,62164
ERZ827104.2,224528,362472,UniRef50_A0A1T4JZ89,230262,233952	ERZ919141.45945,29930,169839,UniRef50_A0A1T4JZ89,160414,164104
ERZ827104.2,224528,362472,UniRef50_A0A1T4JZ89,230262,233952	Ga0245205_1000004,289417,427202,UniRef50_A0A1T4JZ89,295151,298841
ERZ842383.3,19311,70372,UniRef50_A0A1T4JZ89,65128,68902	ERZ842383.3,19311,70372,UniRef50_A0A1T4JZ89,65128,68902
ERZ1024295.88,82325,158086,UniRef50_A0A2N2WBK1,91135,94936	ERZ1024295.88,82325,158086,UniRef50_A0A2N2WBK1,91135,94936
ERZ1024295.88,82325,158086,UniRef50_A0A2N2WBK1,91135,94936	ERZ919334.74,195623,271384,UniRef50_A0A2N2WBK1,204433,208234
ERZ937806.115631,0,28357,UniRef50_A0A2N2WBK1,18882,22743	ERZ937806.115631,0,28357,UniRef50_A0A2N2WBK1,18882,22743
ERZ914857.1002,6657,41684,UniRef50_A0A2N2WBK1,10268,14126	ERZ914857.1002,6657,41684,UniRef50_A0A2N2WBK1,10268,14126
ERZ914857.1002,6657,41684,UniRef50_A0A2N2WBK1,10268,14126	ERZ1191263.34,6728,41797,UniRef50_A0A2N2WBK1,10268,14126
ERZ898584.643,0,40359,UniRef50_A0A1M7G246,7720,11461	ERZ898584.643,0,40359,UniRef50_A0A1M7G246,7720,11461
ERZ920182.57,41064,87519,UniRef50_A0A2N2WBK1,82559,86411	ERZ920182.57,41064,87519,UniRef50_A0A2N2WBK1,82559,86411
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ917408.6564,0,26630,UniRef50_A0A2V2CC41,10365,14145
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|UZSP01000184|UZSP01000184.1,0,71785,UniRef50_A0A2V2CC41,10293,14073
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ917408.6564,0,72235,UniRef50_A0A2V2CC41,10365,14145
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	Ga0245331_1000351,0,29038,UniRef50_A0A2V2CC41,14524,18355
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ958622.10258,0,26251,UniRef50_A0A2V2CC41,16934,20708
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ951252.4060,0,26717,UniRef50_A0A2V2CC41,17416,21190
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ826330.372,0,49604,UniRef50_A0A2V2CC41,456,4263
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ826330.372,0,49604,UniRef50_A0A2V2CC41,456,4263
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ960251.11329,0,24565,UniRef50_A0A2V2CC41,5543,9317
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ894212.233,0,19521,UniRef50_A0A2V2CC41,1086,4872
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OWCS01000172|OWCS01000172.1,468,31744,UniRef50_A0A2V2CC41,5716,9502
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OKVB01000276|OKVB01000276.1,0,31259,UniRef50_A0A2V2CC41,22144,25936
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ918040.44339,0,46284,UniRef50_A0A2V2CC41,6524,10346
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ950313.8472,0,10020,UniRef50_A0A2V2CC41,5823,9615
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OPQB01000039|OPQB01000039.1,0,62954,UniRef50_A0A2V2CC41,55881,59688
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OHUY01000061|OHUY01000061.1,0,46591,UniRef50_A0A2V2CC41,23039,26831
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OHVU01000124|OHVU01000124.1,93,29012,UniRef50_A0A2V2CC41,5415,9207
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ857965.1524,0,23062,UniRef50_A0A2V2CC41,4751,8582
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ918300.79948,32136,61214,UniRef50_A0A2V2CC41,42818,46649
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OPDE01000094|OPDE01000094.1,0,62907,UniRef50_A0A2V2CC41,55825,59632
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OGZW01000177|OGZW01000177.1,0,29769,UniRef50_A0A2V2CC41,20078,23864
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OWEX01000007|OWEX01000007.1,291263,317820,UniRef50_A0A2V2CC41,303587,307382
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|UMJG01050341|UMJG01050341.1,0,31964,UniRef50_A0A2V2CC41,24898,28705
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ENA|OHXZ01000139|OHXZ01000139.1,0,34391,UniRef50_A0A2V2CC41,10842,14634
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ914736.39152,68346,133119,UniRef50_A0A2V2CC41,71722,75499
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ963994.12634,0,11593,UniRef50_A0A2V2CC41,6866,10658
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ913748.7355,0,63319,UniRef50_A0A2V2CC41,3347,7154
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ962998.2783,0,58829,UniRef50_A0A2V2CC41,49183,52957
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ963140.10705,0,45838,UniRef50_A0A2V2CC41,36204,39978
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ920022.35222,0,66691,UniRef50_A0A2V2CC41,40405,44197
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ919863.13146,0,50144,UniRef50_A0A2V2CC41,23911,27703
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ960113.5161,0,18349,UniRef50_A0A2V2CC41,1211,5006
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ963553.5894,0,54367,UniRef50_A0A2V2CC41,1023,4797
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ951023.2461,0,64936,UniRef50_A0A2V2CC41,5515,9289
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ917649.38261,291287,317916,UniRef50_A0A2V2CC41,303611,307406
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ920057.27953,135675,179101,UniRef50_A0A2V2CC41,141579,145365
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ1034853.160,12693,51508,UniRef50_A0A2V2CC41,17014,20800
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ963111.9891,0,10563,UniRef50_A0A2V2CC41,2820,6612
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ918237.10252,0,36385,UniRef50_A0A2V2CC41,488,4295
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ918003.44676,4705,56332,UniRef50_A0A2V2CC41,19473,23265
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ1034882.102,12314,51232,UniRef50_A0A2V2CC41,16635,20421
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ986133.1856,0,8888,UniRef50_A0A2V2CC41,1681,5473
ENA|UZSP01000184|UZSP01000184.1,0,26558,UniRef50_A0A2V2CC41,10293,14073	ERZ948833.7973,0,7996,UniRef50_A0A2V2CC41,1285,5077
